word,df,idf,nidn
red,10,1.946,0009036207
palm,13,1.705,0009036207
oil,20,1.299,0009036207
kedelai,3,2.958,0009036207
beras,3,2.958,0009036207
bas,3,2.958,0009036207
jagung,3,2.958,0009036207
properti,3,2.958,0009036207
βcaroten,3,2.958,0009036207
pandanu,3,2.958,0009036207
conoideu,3,2.958,0009036207
liquid,3,2.958,0009036207
lipid,5,2.552,0009036207
tocopherol,3,2.958,0009036207
extract,6,2.398,0009036207
stabil,4,2.734,0009036207
clitoria,4,2.734,0009036207
ternatea,4,2.734,0009036207
extrus,4,2.734,0009036207
temperatur,6,2.398,0009036207
crystallin,4,2.734,0009036207
rice,4,2.734,0009036207
analogu,4,2.734,0009036207
model,3,2.958,0009036207
crystal,3,2.958,0009036207
coconut,6,2.398,0009036207
base,3,2.958,0009036207
photooxid,4,2.734,0009036207
plant,3,2.958,0009036207
structur,3,2.958,0009036207
data,11,1.872,0002076607
klasifikasi,5,2.565,0002076607
metode,3,2.97,0002076607
dasar,5,2.565,0002076607
comparison,3,2.97,0002076607
model,23,1.179,0002076607
mfcc,8,2.159,0002076607
featur,8,2.159,0002076607
extract,8,2.159,0002076607
phonem,3,2.97,0002076607
recognit,6,2.411,0002076607
neural,13,1.718,0002076607
network,14,1.649,0002076607
ekstraksi,5,2.565,0002076607
ciri,5,2.565,0002076607
probabilistic,3,2.97,0002076607
classifier,5,2.565,0002076607
system,6,2.411,0002076607
rice,4,2.747,0002076607
jaring,6,2.411,0002076607
syaraf,3,2.97,0002076607
tiru,6,2.411,0002076607
prediksi,7,2.277,0002076607
musim,7,2.277,0002076607
hujan,8,2.159,0002076607
awal,5,2.565,0002076607
guna,8,2.159,0002076607
kabupaten,4,2.747,0002076607
indramayu,4,2.747,0002076607
develop,7,2.277,0002076607
case,4,2.747,0002076607
studi,6,2.411,0002076607
analisis,4,2.747,0002076607
kembang,3,2.97,0002076607
index,9,2.054,0002076607
kasus,4,2.747,0002076607
sistem,4,2.747,0002076607
identif,7,2.277,0002076607
use,21,1.266,0002076607
optim,5,2.565,0002076607
genet,5,2.565,0002076607
algorithm,5,2.565,0002076607
suhu,3,2.97,0002076607
muka,3,2.97,0002076607
laut,3,2.97,0002076607
onset,4,2.747,0002076607
predict,9,2.054,0002076607
base,5,2.565,0002076607
southern,7,2.277,0002076607
oscil,4,2.747,0002076607
product,5,2.565,0002076607
support,8,2.159,0002076607
vector,11,1.872,0002076607
regress,6,2.411,0002076607
rainfal,4,2.747,0002076607
robot,3,2.97,0002076607
metagenom,7,2.277,0002076607
fragment,3,2.97,0002076607
map,3,2.97,0002076607
dri,3,2.97,0002076607
season,6,2.411,0002076607
method,8,2.159,0002076607
speaker,3,2.97,0002076607
nino3,3,2.97,0002076607
frequenc,3,2.97,0002076607
agroindustri,3,2.97,0002076607
pattern,5,2.565,0002076607
saraf,3,2.97,0002076607
oscillation,3,2.97,0002076607
biplot,3,2.97,0002076607
kmers,3,2.97,0002076607
guitar,3,2.97,0002076607
chord,3,2.97,0002076607
backpropag,3,2.97,0002076607
imag,3,2.97,0002076607
correct,3,2.97,0002076607
satellit,3,2.97,0002076607
java,3,2.97,0002076607
level,3,2.546,0007056210
rat,3,2.546,0007056210
antioxid,4,2.322,0007056210
rice,3,2.546,0007056210
higher,4,2.322,0007056210
intervent,3,2.546,0007056210
food,6,1.986,0007056210
habit,3,2.546,0007056210
among,3,2.546,0007056210
child,12,1.367,0007056210
bogor,3,2.546,0007056210
konsumsi,4,2.322,0007056210
pangan,5,2.14,0007056210
gizi,9,1.629,0007056210
red,3,2.546,0007056210
bas,3,2.546,0007056210
anak,4,2.322,0007056210
status,4,2.322,0007056210
profil,3,2.546,0007056210
lipid,3,2.546,0007056210
tingkat,3,2.546,0007056210
intak,3,2.546,0007056210
nutrit,8,1.735,0007056210
statu,6,1.986,0007056210
adult,3,2.546,0007056210
fungsional,3,2.546,0007056210
tepung,4,2.322,0007056210
ikan,4,2.322,0007056210
stunt,4,2.322,0007056210
risk,4,2.322,0007056210
overweight,3,2.546,0007056210
age,3,2.546,0007056210
year,5,2.14,0007056210
eight,4,2.322,0007056210
provinc,4,2.322,0007056210
indonesia,6,1.986,0007056210
kembang,3,2.546,0007056210
consumpt,4,2.322,0007056210
relationship,3,2.546,0007056210
develop,4,2.322,0007056210
studi,3,2.546,0007056210
product,3,2.546,0007056210
breakfast,3,2.546,0007056210
ethyl,3,2.546,0007056210
acet,3,2.546,0007056210
fraction,3,2.546,0007056210
coleu,3,2.546,0007056210
amboinicu,3,2.546,0007056210
leav,3,2.546,0007056210
improv,3,2.546,0007056210
nutrient,3,2.546,0007056210
torbangun,3,2.546,0007056210
effect,10,1.906,0007116205
seed,10,1.906,0007116205
month,3,2.918,0007116205
storag,4,2.695,0007116205
respons,8,2.107,0007116205
hybrid,4,2.695,0007116205
dendrobium,5,2.512,0007116205
orchid,3,2.918,0007116205
concentr,3,2.918,0007116205
medium,13,1.665,0007116205
shoot,3,2.918,0007116205
growth,11,1.819,0007116205
zat,3,2.918,0007116205
tumbuh,18,1.36,0007116205
tingkat,4,2.695,0007116205
hasil,16,1.471,0007116205
minyak,3,2.918,0007116205
nilam,3,2.918,0007116205
develop,3,2.918,0007116205
pengaruh,15,1.531,0007116205
media,6,2.358,0007116205
tanam,10,1.906,0007116205
konsentrasi,7,2.225,0007116205
pupuk,10,1.906,0007116205
anggrek,3,2.918,0007116205
yield,8,2.107,0007116205
qualiti,6,2.358,0007116205
applic,5,2.512,0007116205
shade,3,2.918,0007116205
plant,3,2.918,0007116205
cultivar,4,2.695,0007116205
potato,8,2.107,0007116205
altitud,3,2.918,0007116205
paclobutrazol,6,2.358,0007116205
time,3,2.918,0007116205
solanum,9,2.001,0007116205
tuberosum,9,2.001,0007116205
rami,4,2.695,0007116205
indonesia,3,2.918,0007116205
sitokinin,8,2.107,0007116205
paklobutrazol,3,2.918,0007116205
benih,17,1.414,0007116205
kentang,12,1.739,0007116205
datar,4,2.695,0007116205
boehmeria,3,2.918,0007116205
nivea,3,2.918,0007116205
gaud,3,2.918,0007116205
kultivar,12,1.739,0007116205
granola,4,2.695,0007116205
tunas,5,2.512,0007116205
jenis,8,2.107,0007116205
vitro,9,2.001,0007116205
beri,8,2.107,0007116205
ubi,4,2.695,0007116205
dormansi,3,2.918,0007116205
kelapa,3,2.918,0007116205
sawit,3,2.918,0007116205
giberelin,4,2.695,0007116205
bagai,10,1.906,0007116205
genotip,4,2.695,0007116205
dasar,3,2.918,0007116205
klon,4,2.695,0007116205
aplikasi,6,2.358,0007116205
multiplikasi,3,2.918,0007116205
mikro,3,2.918,0007116205
pisang,3,2.918,0007116205
musa,4,2.695,0007116205
kualitas,3,2.918,0007116205
organik,7,2.225,0007116205
cair,4,2.695,0007116205
asal,3,2.918,0007116205
cara,3,2.918,0007116205
tiga,3,2.918,0007116205
jagung,3,2.918,0007116205
hibrida,3,2.918,0007116205
unpad,7,2.225,0007116205
bulan,4,2.695,0007116205
simpan,6,2.358,0007116205
genotyp,3,2.918,0007116205
sweet,4,2.695,0007116205
corn,4,2.695,0007116205
physiolog,3,2.918,0007116205
use,4,2.695,0007116205
median,4,2.695,0007116205
mutu,3,2.918,0007116205
periode,3,2.918,0007116205
fisiologis,3,2.918,0007116205
hayati,4,2.695,0007116205
oil,5,2.398,0016066703
physicochem,9,1.887,0016066703
function,5,2.398,0016066703
properti,9,1.887,0016066703
starch,9,1.887,0016066703
four,3,2.803,0016066703
cassava,6,2.244,0016066703
varieti,3,2.803,0016066703
usia,3,2.803,0016066703
tahun,3,2.803,0016066703
pengaruh,8,1.992,0016066703
simpan,4,2.58,0016066703
mutu,5,2.398,0016066703
buah,4,2.58,0016066703
storag,3,2.803,0016066703
packag,3,2.803,0016066703
moistur,3,2.803,0016066703
effect,18,1.245,0016066703
qualiti,9,1.887,0016066703
noodl,4,2.58,0016066703
sweet,11,1.705,0016066703
potato,16,1.356,0016066703
pati,5,2.398,0016066703
ubi,5,2.398,0016066703
jalar,4,2.58,0016066703
applic,3,2.803,0016066703
modifikasi,4,2.58,0016066703
product,6,2.244,0016066703
addit,4,2.58,0016066703
gluten,3,2.803,0016066703
corn,4,2.58,0016066703
process,3,2.803,0016066703
characterist,6,2.244,0016066703
composit,10,1.792,0016066703
flour,15,1.417,0016066703
base,3,2.803,0016066703
rice,5,2.398,0016066703
soybean,7,2.11,0016066703
xanthan,5,2.398,0016066703
gum,6,2.244,0016066703
evalu,3,2.803,0016066703
kembang,3,2.803,0016066703
tepung,6,2.244,0016066703
gelatin,3,2.803,0016066703
tambah,3,2.803,0016066703
dri,4,2.58,0016066703
egg,4,2.58,0016066703
replac,3,2.803,0016066703
make,5,2.398,0016066703
cake,6,2.244,0016066703
sensori,3,2.803,0016066703
gaharu,3,2.803,0016066703
dasar,3,2.803,0016066703
jenis,3,2.803,0016066703
asam,3,2.803,0016066703
lama,3,2.803,0016066703
karakteristik,4,2.58,0016066703
chemic,4,2.58,0016066703
palm,4,2.58,0016066703
pretreat,6,2.244,0016066703
ungu,3,2.803,0016066703
purpleflesh,3,2.803,0016066703
gelugur,3,2.803,0016066703
garcinia,3,2.803,0016066703
atroviridi,3,2.803,0016066703
regress,4,1.974,0017097701
studi,4,1.974,0017097701
kasus,3,2.197,0017097701
model,8,1.386,0017097701
fraction,3,2.197,0017097701
factori,3,2.197,0017097701
design,13,0.944,0017097701
optim,6,1.638,0017097701
extract,6,1.638,0017097701
mixture,4,1.974,0017097701
use,4,1.974,0017097701
mixtur,7,1.504,0017097701
experiments,3,2.197,0017097701
ioptim,3,2.197,0017097701
experi,6,1.638,0017097701
analysi,3,2.197,0017097701
kabupaten,5,1.504,0012027001
bandung,4,1.686,0012027001
daerah,4,1.686,0012027001
jawa,4,1.686,0012027001
barat,6,1.35,0012027001
studi,5,1.504,0012027001
data,4,1.686,0012027001
develop,4,1.686,0012027001
map,3,1.91,0012027001
jakarta,3,1.91,0012027001
landslid,5,1.504,0012027001
indonesia,4,1.686,0012027001
java,4,1.686,0012027001
saham,8,1.269,0015077006
uang,3,2.079,0015077006
nilai,3,2.079,0015077006
usaha,3,2.079,0015077006
bursa,4,1.856,0015077006
efek,4,1.856,0015077006
indonesia,19,0.47,0015077006
pengaruh,4,1.856,0015077006
kerja,3,2.079,0015077006
guna,3,2.079,0015077006
model,3,2.079,0015077006
indeks,3,2.079,0015077006
analisis,4,1.856,0015077006
atas,3,2.079,0015077006
perintah,4,1.856,0015077006
develop,3,2.079,0015077006
daerah,3,2.079,0015077006
west,6,1.52,0015077006
java,5,1.674,0015077006
bandung,4,1.856,0015077006
indonesia,3,0.56,0019127003
preval,13,1.73,0017095807
viru,42,0.608,0017095807
among,19,1.374,0017095807
east,7,2.29,0017095807
java,6,2.424,0017095807
indonesia,45,0.541,0017095807
precor,3,2.983,0017095807
core,3,2.983,0017095807
promot,4,2.76,0017095807
mutat,9,2.067,0017095807
hepat,39,0.681,0017095807
patient,26,1.074,0017095807
chronic,8,2.172,0017095807
surabaya,20,1.325,0017095807
serolog,3,2.983,0017095807
molecular,6,2.424,0017095807
child,4,2.76,0017095807
genet,3,2.983,0017095807
session,3,2.983,0017095807
epidemiolog,4,2.76,0017095807
subgenotyp,3,2.983,0017095807
genotyp,7,2.29,0017095807
human,7,2.29,0017095807
two,4,2.76,0017095807
differ,3,2.983,0017095807
analysi,8,2.172,0017095807
immunodefici,4,2.76,0017095807
hiv,4,2.76,0017095807
region,3,2.983,0017095807
advanc,3,2.983,0017095807
liver,7,2.29,0017095807
diseas,17,1.479,0017095807
infect,29,0.968,0017095807
profil,4,2.76,0017095807
infecti,9,2.067,0017095807
indonesian,11,1.885,0017095807
subtyp,5,2.578,0017095807
distribut,5,2.578,0017095807
hemodialysi,5,2.578,0017095807
predomin,4,2.76,0017095807
clinic,4,2.76,0017095807
detect,7,2.29,0017095807
new,3,2.983,0017095807
high,8,2.172,0017095807
worker,3,2.983,0017095807
method,3,2.983,0017095807
rate,3,2.983,0017095807
hcv,3,2.983,0017095807
dengu,6,2.424,0017095807
viral,3,2.983,0017095807
interleukin28b,3,2.983,0017095807
polymorph,5,2.578,0017095807
respons,3,2.983,0017095807
leav,4,2.76,0017095807
activ,3,2.983,0017095807
extract,3,2.983,0017095807
hbv,6,2.424,0017095807
woman,3,2.983,0017095807
gene,5,2.578,0017095807
associ,4,2.76,0017095807
rotaviru,4,2.76,0017095807
strain,3,2.983,0017095807
effect,12,1.46,0018078004
materi,6,2.079,0018078004
bear,3,2.639,0018078004
numer,3,2.639,0018078004
analysi,16,1.192,0018078004
model,4,2.416,0018078004
indonesia,3,2.639,0018078004
frame,3,2.639,0018078004
electr,6,2.079,0018078004
citi,3,2.639,0018078004
car,7,1.946,0018078004
use,9,1.723,0018078004
finit,4,2.416,0018078004
element,4,2.416,0018078004
method,7,1.946,0018078004
studi,9,1.723,0018078004
stainless,3,2.639,0018078004
steel,5,2.234,0018078004
uhmwp,5,2.234,0018078004
marin,3,2.639,0018078004
guna,3,2.639,0018078004
risk,3,2.639,0018078004
inspect,3,2.639,0018078004
simul,5,2.234,0018078004
pressur,3,2.639,0018078004
base,7,1.946,0018078004
gener,4,2.416,0018078004
contact,4,2.416,0018078004
liner,3,2.639,0018078004
bipolar,3,2.639,0018078004
hip,9,1.723,0018078004
surfac,3,2.639,0018078004
stress,3,2.639,0018078004
develop,8,1.828,0018078004
robot,6,2.079,0018078004
hand,7,1.946,0018078004
integr,3,2.639,0018078004
anim,4,2.416,0018078004
low,3,2.639,0018078004
cost,3,2.639,0018078004
evalu,3,2.639,0018078004
diesel,3,2.639,0018078004
load,3,2.639,0018078004
design,5,2.234,0018078004
prosthet,5,2.234,0018078004
assist,3,2.639,0018078004
comparison,4,2.416,0018078004
joint,5,2.234,0018078004
soft,3,2.639,0018078004
bahasa,5,0.773,0015106002
novel,3,1.179,0015106002
karya,6,0.619,0015106002
bahasa,3,1.447,0023126902
perancis,3,1.447,0023126902
analisis,4,1.224,0023126902
karya,4,1.224,0023126902
tokoh,3,1.447,0023126902
languag,4,1.224,0023126902
literatur,5,2.351,0020117509
review,5,2.351,0020117509
comparison,3,2.757,0020117509
base,4,2.534,0020117509
cell,14,1.435,0020117509
apoptosi,4,2.534,0020117509
human,5,2.351,0020117509
skull,3,2.757,0020117509
fractur,3,2.757,0020117509
manag,4,2.534,0020117509
induc,3,2.757,0020117509
cervic,4,2.534,0020117509
cancer,8,1.946,0020117509
use,4,2.534,0020117509
breast,5,2.351,0020117509
patient,19,1.147,0020117509
pathway,5,2.351,0020117509
activ,3,2.757,0020117509
tumor,3,2.757,0020117509
signal,4,2.534,0020117509
protein,3,2.757,0020117509
applic,3,2.757,0020117509
traumat,4,2.534,0020117509
brain,7,2.064,0020117509
injuri,6,2.197,0020117509
rural,3,2.757,0020117509
neurosurgeri,6,2.197,0020117509
case,5,2.351,0020117509
factor,5,2.351,0020117509
clinic,3,2.757,0020117509
report,6,2.197,0020117509
system,3,2.757,0020117509
west,3,2.757,0020117509
bandung,12,1.578,0020117509
indonesia,11,1.658,0020117509
analysi,3,2.757,0020117509
intracrani,4,2.534,0020117509
pediatr,4,2.534,0020117509
studi,4,2.534,0020117509
hasan,4,2.534,0020117509
sadikin,4,2.534,0020117509
hospit,8,1.946,0020117509
correl,3,2.757,0020117509
stem,5,2.351,0020117509
outcom,5,2.351,0020117509
characterist,9,1.841,0020117509
fluid,3,2.757,0020117509
tubercul,5,2.351,0020117509
mening,5,2.351,0020117509
complic,3,2.757,0020117509
model,3,2.757,0020117509
mesenchym,3,2.757,0020117509
nonhuman,3,2.757,0020117509
primat,3,2.757,0020117509
blood,3,2.42,0010017003
patient,6,1.861,0010017003
leukemia,3,2.42,0010017003
indonesia,4,2.197,0010017003
ekspresi,5,2.015,0010017003
reseptor,4,2.197,0010017003
cd32,6,1.861,0010017003
monosit,6,1.861,0010017003
pasien,13,1.168,0010017003
infeksi,14,1.099,0010017003
dengue,10,1.409,0010017003
kadar,5,2.015,0010017003
cell,3,2.42,0010017003
dengu,6,1.861,0010017003
infect,7,1.727,0010017003
cd4,10,1.409,0010017003
hiv,10,1.409,0010017003
primer,3,2.42,0010017003
correl,4,2.197,0010017003
hubung,3,2.42,0010017003
tingkat,3,2.42,0010017003
platelet,3,2.42,0010017003
korelasi,4,2.197,0010017003
akut,3,2.42,0010017003
jumlah,5,2.015,0010017003
sel,5,2.015,0010017003
cd838,3,2.42,0010017003
terapi,5,2.015,0010017003
antiretroviral,5,2.015,0010017003
human,3,2.42,0010017003
immunodeficiency,3,2.42,0010017003
limfosit,3,2.42,0010017003
klinis,3,2.42,0010017003
virus,3,2.42,0010017003
hubung,3,2.277,0008066112
respon,3,2.277,0008066112
tani,8,1.466,0008066112
program,3,2.277,0008066112
kembang,5,1.872,0008066112
kedelai,4,2.054,0008066112
kasus,22,0.528,0008066112
kabupaten,18,0.719,0008066112
ciamis,14,0.956,0008066112
usahatani,12,1.099,0008066112
pengaruh,3,2.277,0008066112
varietas,5,1.872,0008066112
suatu,8,1.466,0008066112
desa,16,0.83,0008066112
camat,19,0.668,0008066112
analisis,22,0.528,0008066112
titik,4,2.054,0008066112
impas,4,2.054,0008066112
usaha,8,1.466,0008066112
agroindustri,15,0.891,0008066112
kelapa,3,2.277,0008066112
strategi,3,2.277,0008066112
terap,4,2.054,0008066112
teknologi,3,2.277,0008066112
padi,3,2.277,0008066112
keripik,3,2.277,0008066112
pisang,3,2.277,0008066112
jagung,3,2.277,0008066112
zea,3,2.277,0008066112
mays,3,2.277,0008066112
tahu,4,2.054,0008066112
salur,3,2.277,0008066112
pasar,5,1.872,0008066112
studi,7,1.584,0008066112
tasikmalaya,4,2.054,0008066112
orang,3,2.277,0008066112
rajin,3,2.277,0008066112
bantarkalong,3,2.277,0008066112
lstudi,3,2.277,0008066112
protein,3,1.946,0028095203
virb4,3,1.946,0028095203
brucella,3,1.946,0028095203
anthelmint,6,1.386,0028095203
activ,6,1.386,0028095203
ocimum,6,1.386,0028095203
sanctum,5,1.54,0028095203
linn,6,1.386,0028095203
leav,7,1.253,0028095203
ethanol,6,1.386,0028095203
extract,6,1.386,0028095203
fasciola,5,1.54,0028095203
gigantica,5,1.54,0028095203
vitro,8,1.135,0028095203
kalimantan,3,1.946,0028095203
worm,3,1.946,0028095203
cattl,3,1.946,0028095203
district,4,1.723,0028095203
regenc,4,1.723,0028095203
preval,4,1.723,0028095203
west,3,1.946,0028095203
ascaridia,3,1.946,0028095203
galli,3,1.946,0028095203
aktivitas,3,2.862,0018046203
proteolitik,3,2.862,0018046203
bakteri,6,2.303,0018046203
asam,5,2.457,0018046203
laktat,5,2.457,0018046203
fermentasi,10,1.851,0018046203
susu,7,2.169,0018046203
kedelai,6,2.303,0018046203
plantarum,15,1.476,0018046203
ekstrak,3,2.862,0018046203
yeast,3,2.862,0018046203
enzymat,4,2.639,0018046203
palm,5,2.457,0018046203
stearin,4,2.639,0018046203
oil,3,2.862,0018046203
produc,5,2.457,0018046203
ferment,22,1.113,0018046203
soymilk,4,2.639,0018046203
acid,14,1.54,0018046203
effect,9,1.946,0018046203
lactobacillu,18,1.304,0018046203
dad,6,2.303,0018046203
fecal,4,2.639,0018046203
fatti,3,2.862,0018046203
profil,3,2.862,0018046203
activ,4,2.639,0018046203
lactic,7,2.169,0018046203
bacteria,9,1.946,0018046203
tingkat,3,2.862,0018046203
properti,5,2.457,0018046203
character,4,2.639,0018046203
fruit,4,2.639,0018046203
peanut,3,2.862,0018046203
milk,11,1.764,0018046203
snp2,6,2.303,0018046203
product,7,2.169,0018046203
probiot,8,2.051,0018046203
drink,3,2.862,0018046203
extract,3,2.862,0018046203
antioxid,3,2.862,0018046203
paracasei,4,2.639,0018046203
high,3,2.862,0018046203
temperatur,3,2.862,0018046203
growth,4,2.639,0018046203
surviv,3,2.862,0018046203
storag,3,2.862,0018046203
stabil,3,2.862,0018046203
isol,8,2.051,0018046203
indonesian,4,2.639,0018046203
food,3,2.862,0018046203
use,3,2.862,0018046203
pengaruh,4,2.639,0018046203
strain,4,2.639,0018046203
addit,3,2.862,0018046203
microbiolog,3,2.862,0018046203
chemic,4,2.639,0018046203
characterist,4,2.639,0018046203
indigen,7,2.169,0018046203
fisik,3,2.862,0018046203
tradit,3,2.862,0018046203
screen,4,2.639,0018046203
dadih,4,2.639,0018046203
consumpt,3,2.862,0018046203
contain,3,2.862,0018046203
inhibitor,3,2.862,0018046203
yogurt,3,2.862,0018046203
glomerata,3,2.862,0018046203
roxb,3,2.862,0018046203
simpan,3,2.862,0018046203
ronto,3,2.862,0018046203
